player,tm,ws
Denzel Valentine,CLE,0.2
Denzel Valentine,UTA,0.0
Deonte Burton,OKC,-0.4
Deonte Burton,SAC,0.0
DerMarr Johnson,ATL,1.7
DerMarr Johnson,DEN,4.2
DerMarr Johnson,NYK,0.4
DerMarr Johnson,SAS,0.1
Derek Anderson,CHA,3.1999999999999997
Derek Anderson,CLE,7.4
Derek Anderson,HOU,1.0
Derek Anderson,LAC,3.3
Derek Anderson,MIA,0.6
Derek Anderson,POR,18.3
Derek Anderson,SAS,9.9
Derek Fisher,DAL,0.1
Derek Fisher,GSW,9.5
Derek Fisher,LAL,45.3
Derek Fisher,OKC,3.5
Derek Fisher,UTA,3.9
Derek Grimm,SAC,0.0
Derek Harper,DAL,65.8
Derek Harper,LAL,2.0
Derek Harper,NYK,16.7
Derek Harper,ORL,2.3
Derek Smith,BOS,0.0
Derek Smith,GSW,0.0
Derek Smith,LAC,8.8
Derek Smith,PHI,3.8
Derek Smith,SAC,3.1
Derek Strong,BOS,2.4
Derek Strong,LAC,0.3
Derek Strong,LAL,1.9
Derek Strong,MIL,3.6
Derek Strong,ORL,10.3
Dereon Seabron,NOP,0.0
Dermie O'Connell,BOS,-1.3
Deron Williams,CLE,0.6
Deron Williams,DAL,5.5
Deron Williams,UTA,46.7
Derrek Dickey,CHI,-0.1
Derrek Dickey,GSW,11.400000000000002
Derrick Alston,ATL,-0.1
Derrick Alston,PHI,2.7
Derrick Brown,CHA,4.3999999999999995
Derrick Brown,NYK,0.2
Derrick Byars,SAS,0.1
Derrick Caracter,LAL,0.3
Derrick Chievous,CLE,0.0
Derrick Chievous,HOU,2.7
Derrick Coleman,DET,-0.1
Derrick Coleman,PHI,18.7
Derrick Dial,ORL,0.1
Derrick Dial,SAS,0.5
Derrick Dial,TOR,0.1
Derrick Favors,NOP,4.2
Derrick Favors,OKC,1.4
Derrick Favors,UTA,52.599999999999994
Derrick Jones Jr.,CHI,4.6
Derrick Jones Jr.,MIA,7.6000000000000005
Derrick Jones Jr.,POR,2.4
Derrick McKey,IND,25.4
Derrick McKey,PHI,1.6
Derrick Phelps,SAC,0.0
Derrick Rose,CHI,31.4
Derrick Rose,CLE,-0.1
Derrick Rose,DET,2.9
Derrick Rose,MIN,2.9
Derrick Rose,NYK,7.199999999999999
Derrick Rowland,MIL,0.0
Derrick Walton,DET,-0.1
Derrick Walton,LAC,0.5
Derrick Walton,MIA,0.4
Derrick White,BOS,9.200000000000001
Derrick White,SAS,13.499999999999998
Derrick Williams,CLE,0.8
Derrick Williams,LAL,0.0
Derrick Williams,MIA,0.3
Derrick Williams,MIN,4.8
Derrick Williams,NYK,3.6
Derrick Williams,SAC,4.6
Desmon Farmer,SAS,-0.1
Desmond Bane,MEM,15.9
Desmond Ferguson,POR,0.0
Desmond Mason,MIL,13.5
Desmond Mason,OKC,-0.3
Desmond Mason,SAC,0.0
Desmond Penigar,ORL,0.1
Detlef Schrempf,DAL,10.100000000000001
Detlef Schrempf,IND,39.900000000000006
Detlef Schrempf,POR,5.7
Devean George,DAL,3.4
Devean George,GSW,1.3
Devean George,LAL,13.599999999999998
Devin Brown,CHI,-0.3
Devin Brown,CLE,2.4
Devin Brown,DEN,-0.1
Devin Brown,SAS,5.4
Devin Brown,UTA,1.4
Devin Cannady,ORL,0.2
Devin Durrant,IND,-0.1
Devin Ebanks,LAL,0.6
Devin Gray,HOU,0.3
Devin Gray,SAC,0.0
Devin Gray,SAS,-0.2
Devin Green,LAL,-0.1
Devin Harris,ATL,3.3
Devin Harris,DAL,30.2
Devin Harris,DEN,1.1
Devin Harris,UTA,5.0
Devin Robinson,WAS,0.3
Devin Vassell,SAS,6.0
Devon Dotson,CHI,0.30000000000000004
Devon Dotson,WAS,0.0
Devon Hall,OKC,-0.2
Devontae Cacok,LAL,0.3
Devontae Cacok,SAS,0.5
Devonte' Graham,NOP,4.6
Devonte' Graham,SAS,0.8
Devyn Marble,ORL,-0.2
Dewan Hernandez,TOR,0.0
Dewayne Dedmon,ATL,7.9
Dewayne Dedmon,GSW,0.0
Dewayne Dedmon,MIA,5.4
Dewayne Dedmon,ORL,4.6
Dewayne Dedmon,PHI,0.30000000000000004
Dewayne Dedmon,SAC,-0.1
Dewayne Dedmon,SAS,5.2
Dexter Cambridge,DAL,0.4
Dexter Pittman,ATL,0.0
Dexter Pittman,MEM,-0.1
Dexter Pittman,MIA,0.5
Dexter Shouse,PHI,-0.1
Deyonta Davis,ATL,0.4
Deyonta Davis,MEM,3.2
Diamond Stone,LAC,-0.1
Diante Garrett,UTA,-0.8
Dick Atha,DET,0.2
Dick Atha,NYK,0.5
Dick Barnett,LAL,17.9
Dick Barnett,NYK,42.9
Dick Bunt,NYK,-0.3
Dick Cunningham,HOU,1.0
Dick Cunningham,MIL,3.2
Dick Dickey,BOS,0.3
Dick Farley,DET,2.8
Dick Garmaker,NYK,6.4
Dick Garrett,LAL,2.3
Dick Garrett,MIL,-0.1
Dick Garrett,NYK,-0.2
Dick Gibbs,HOU,-0.1
Dick Hemric,BOS,5.2
Dick McGuire,DET,14.9
Dick McGuire,NYK,36.099999999999994
Dick Mehen,BOS,0.0
Dick Miller,IND,-0.1
Dick Miller,UTA,-0.1
Dick Snyder,CLE,16.9
Dick Surhoff,NYK,-0.4
Dick Van Arsdale,NYK,11.6
Dickey Simpkins,ATL,0.0
Dickey Simpkins,CHI,4.9
Dickey Simpkins,GSW,-0.1
Didi Louzada,NOP,-0.1
Didi Louzada,POR,0.0
Dijon Thompson,ATL,0.1
Dikembe Mutombo,ATL,44.400000000000006
Dikembe Mutombo,DEN,39.3
Dikembe Mutombo,HOU,15.5
Dikembe Mutombo,NYK,3.8
Dikembe Mutombo,PHI,13.3
Dillon Brooks,MEM,7.0
Dino Radja,BOS,14.200000000000001
Dion Glover,ATL,5.8
Dion Glover,SAS,0.2
Dion Glover,TOR,-0.1
Dion Waiters,CLE,3.0
Dion Waiters,LAL,0.1
Dion Waiters,MIA,2.9000000000000004
Dion Waiters,OKC,2.8
Dirk Minniefield,BOS,0.8
Dirk Minniefield,CLE,1.5999999999999999
Dirk Minniefield,GSW,0.3
Dirk Minniefield,HOU,1.4
Dirk Nowitzki,DAL,206.4
Doc Rivers,ATL,52.10000000000001
Doc Rivers,LAC,3.9
Doc Rivers,NYK,8.2
Doc Rivers,SAS,4.0
Dolph Schayes,PHI,-0.1
Domantas Sabonis,IND,32.400000000000006
Domantas Sabonis,OKC,0.8
Domantas Sabonis,SAC,14.0
Dominic McGuire,CHA,0.9
Dominic McGuire,GSW,1.5
Dominic McGuire,IND,-0.1
Dominic McGuire,SAC,-0.2
Dominic McGuire,TOR,0.2
Dominic McGuire,WAS,1.5999999999999999
Dominic Pressley,CHI,0.0
Dominick Barlow,SAS,0.7
Dominique Jones,DAL,0.2
Dominique Wilkins,ATL,107.49999999999999
Dominique Wilkins,BOS,3.9
Dominique Wilkins,LAC,2.6
Dominique Wilkins,ORL,0.3
Dominique Wilkins,SAS,3.4
Don Ackerman,NYK,-0.6
Don Adams,ATL,0.5
Don Adams,DET,5.3999999999999995
Don Adams,HOU,-0.1
Don Anielak,NYK,-0.1
Don Barksdale,BOS,4.5
Don Buse,IND,13.8
Don Buse,POR,1.7
Don Chaney,BOS,32.6
Don Chaney,LAL,2.9
Don Collins,ATL,1.8
Don Collins,GSW,0.9
Don Collins,MIL,0.0
Don Ford,CLE,1.1
Don Ford,LAL,11.7
Don Kojis,CHI,1.9
Don Kojis,DET,2.2
Don MacLean,DEN,1.5
Don MacLean,MIA,0.2
Don MacLean,PHI,0.5
Don May,ATL,3.4
Don May,NYK,0.2
Don May,PHI,1.3
Don Nelson,BOS,69.80000000000001
Don Nelson,LAL,2.6999999999999997
Don Ohl,ATL,3.0999999999999996
Don Ohl,DET,10.599999999999998
Don Reid,DET,9.3
Don Reid,ORL,3.1999999999999997
Don Reid,WAS,1.2
Don Smith,PHI,0.0
Donald Hodge,DAL,1.8000000000000003
Donald Royal,GSW,0.6
Donald Royal,MIN,1.3
Donald Royal,ORL,14.7
Donald Royal,SAS,1.6
Donald Sloan,ATL,0.0
Donald Sloan,CLE,-0.19999999999999998
Donald Sloan,IND,2.3
Donald Whiteside,ATL,0.0
Donald Whiteside,TOR,0.1
Donatas Motiejūnas,HOU,7.1000000000000005
Donatas Motiejūnas,NOP,0.2
Donatas Motiejūnas,SAS,-0.1
Donell Taylor,WAS,0.0
Donnell Harvey,DAL,0.4
Donnell Harvey,DEN,3.6
Donnell Harvey,ORL,0.0
Donnie Boyce,ATL,-0.3
Donnie Butcher,DET,3.9
Donnie Butcher,NYK,0.6000000000000001
Donnie Freeman,LAL,2.4
Donny Marshall,CLE,0.7
Donovan Mitchell,CLE,8.9
Donovan Mitchell,UTA,29.0
Donovan Williams,ATL,0.0
Donta Hall,DET,0.1
Donta Hall,ORL,0.8
Donta Smith,ATL,0.5
Dontae' Jones,BOS,-0.3
Donte DiVincenzo,GSW,4.2
Donte DiVincenzo,MIL,8.4
Donte DiVincenzo,SAC,0.8
Donte Grantham,OKC,0.0
Dontell Jefferson,CHA,0.2
Dontonio Wingfield,POR,1.7000000000000002
Donté Greene,SAC,1.6
Donyell Marshall,CHI,6.7
Donyell Marshall,CLE,8.1
Donyell Marshall,GSW,14.000000000000002
Donyell Marshall,MIN,-0.1
Donyell Marshall,PHI,0.8
Donyell Marshall,TOR,15.8
Donyell Marshall,UTA,13.5
Dorell Wright,GSW,9.2
Dorell Wright,MIA,8.4
Dorell Wright,PHI,4.9
Dorell Wright,POR,3.5
Dorian Finney-Smith,DAL,22.400000000000002
Dorie Murrey,DET,0.5
Dorie Murrey,POR,0.0
Doron Lamb,MIL,-0.4
Doron Lamb,ORL,0.6
Doug Bolstorff,DET,0.0
Doug Christie,DAL,0.1
Doug Christie,LAC,-0.1
Doug Christie,LAL,1.5
Doug Christie,NYK,0.2
Doug Christie,ORL,0.0
Doug Christie,SAC,32.900000000000006
Doug Christie,TOR,21.2
Doug Collins,PHI,38.0
Doug Edwards,ATL,0.2
Doug Kistler,NYK,0.0
Doug Lee,SAC,0.4
Doug McDermott,CHI,4.699999999999999
Doug McDermott,DAL,1.0
Doug McDermott,IND,10.0
Doug McDermott,NYK,1.3
Doug McDermott,OKC,0.7
Doug McDermott,SAS,2.6
Doug Overton,BOS,0.2
Doug Overton,DEN,0.2
Doug Overton,LAC,-0.6000000000000001
Doug Overton,ORL,0.1
Doug Overton,PHI,0.6
Doug Smith,BOS,-0.2
Doug Smith,DAL,3.2
Doug West,MIN,17.0
Dragan Bender,GSW,0.1
Dragan Bender,MIL,0.2
Dragan Tarlać,CHI,-0.2
Draymond Green,GSW,57.3
Dražen Petrović,POR,3.0999999999999996
Drew Barry,ATL,0.3
Drew Barry,GSW,0.1
Drew Eubanks,POR,6.4
Drew Eubanks,SAS,4.8
Drew Gooden,CHI,3.0
Drew Gooden,CLE,23.6
Drew Gooden,DAL,2.7
Drew Gooden,LAC,1.7
Drew Gooden,MEM,0.4
Drew Gooden,MIL,5.3
Drew Gooden,ORL,3.2
Drew Gooden,SAC,0.0
Drew Gooden,SAS,0.9
Drew Gooden,WAS,3.0999999999999996
Drew Gordon,PHI,-0.1
Dru Smith,MIA,0.1
Duane Causwell,MIA,1.2
Duane Causwell,SAC,14.600000000000001
Duane Cooper,LAL,-0.4
Duane Ferrell,ATL,11.700000000000001
Duane Ferrell,GSW,-0.2
Duane Ferrell,IND,4.1
Duane Washington,LAC,-0.1
Duane Washington Jr.,IND,0.0
Duck Williams,UTA,-0.3
Dudley Bradley,ATL,0.0
Dudley Bradley,CHI,1.1
Dudley Bradley,IND,7.0
Dudley Bradley,MIL,1.7
Duje Dukan,SAC,0.0
Duncan Robinson,MIA,13.600000000000001
Dusty Hannahs,MEM,-0.1
Dwayne Bacon,ORL,0.5
Dwayne Jones,BOS,0.1
Dwayne Jones,CHA,0.1
Dwayne Jones,CLE,1.2
Dwayne McClain,IND,-0.3
Dwayne Morton,GSW,0.2
Dwayne Polee,LAC,0.0
Dwayne Schintzius,BOS,-0.2
Dwayne Schintzius,IND,0.3
Dwayne Schintzius,LAC,0.0
Dwayne Schintzius,SAC,0.4
Dwayne Schintzius,SAS,0.2
Dwayne Whitfield,TOR,0.0
Dwight Anderson,DEN,0.0
Dwight Buycks,DET,0.2
Dwight Buycks,LAL,0.1
Dwight Buycks,TOR,0.0
Dwight Davis,CLE,9.3
Dwight Davis,GSW,2.1
Dwight Howard,ATL,8.3
Dwight Howard,HOU,18.2
Dwight Howard,LAL,16.5
Dwight Howard,ORL,87.59999999999998
Dwight Howard,PHI,4.0
Dwight Howard,WAS,0.6
Dwight Jones,ATL,10.6
Dwight Jones,CHI,9.0
Dwight Jones,HOU,7.300000000000001
Dwight Jones,LAL,0.5
Dwight Powell,BOS,0.0
Dwight Powell,DAL,43.1
Dwight Waller,ATL,-0.1
Dwyane Wade,CHI,3.4
Dwyane Wade,CLE,1.3
Dwyane Wade,MIA,116.1
Dylan Windler,CLE,1.3
Dyron Nix,IND,0.0
Dyson Daniels,NOP,1.3
Dāvis Bertāns,DAL,1.5
Dāvis Bertāns,SAS,9.399999999999999
Dāvis Bertāns,WAS,6.9
E'Twaun Moore,BOS,0.2
E'Twaun Moore,CHI,2.6
E'Twaun Moore,NOP,9.7
E'Twaun Moore,ORL,1.9
E.C. Coleman,GSW,2.7
E.C. Coleman,HOU,1.8
Earl Barron,GSW,0.0
Earl Barron,MIA,-0.8999999999999999
Earl Barron,MIL,0.2
Earl Barron,NYK,0.5
Earl Barron,POR,-0.1
Earl Barron,WAS,-0.1
Earl Boykins,CHA,0.0
Earl Boykins,CLE,0.49999999999999994
Earl Boykins,DEN,15.5
Earl Boykins,GSW,3.5
Earl Boykins,HOU,0.1
Earl Boykins,LAC,1.3
Earl Boykins,MIL,4.3
Earl Boykins,ORL,0.1
Earl Boykins,WAS,1.0
Earl Clark,CLE,0.2
Earl Clark,LAL,2.3
Earl Clark,NYK,0.1
Earl Clark,ORL,0.6
Earl Cureton,CHI,1.5
Earl Cureton,DET,5.6
Earl Cureton,HOU,0.0
Earl Cureton,LAC,1.9
Earl Cureton,PHI,4.1000000000000005
Earl Cureton,TOR,0.0
Earl Evans,DET,0.1
Earl Jones,LAL,0.0
Earl Jones,MIL,0.0
Earl Lloyd,DET,1.7000000000000002
Earl Monroe,NYK,43.99999999999999
Earl Tatum,BOS,0.0
Earl Tatum,CLE,0.0
Earl Tatum,DET,0.7
Earl Tatum,IND,3.1
Earl Tatum,LAL,4.0
Earl Watson,DEN,1.6
Earl Watson,IND,2.6
Earl Watson,MEM,6.3999999999999995
Earl Watson,OKC,-0.2
Earl Watson,POR,-0.1
Earl Watson,UTA,1.4
Earl Williams,BOS,0.4
Earl Williams,DET,1.3
Earnie Killum,LAL,-0.1
Ed Bartels,NYK,0.0
Ed Burton,NYK,0.0
Ed Conlin,DET,1.2
Ed Davis,CLE,0.5
Ed Davis,LAL,6.3
Ed Davis,MEM,4.7
Ed Davis,MIN,0.8
Ed Davis,POR,13.4
Ed Davis,TOR,11.2
Ed Davis,UTA,0.6
Ed Gray,ATL,0.10000000000000009
Ed Leede,BOS,5.8
Ed Macauley,BOS,75.5
Ed Manning,CHI,-0.6
Ed Manning,POR,1.7
Ed Mikan,BOS,0.0
Ed Nealy,CHI,1.7
Ed Nealy,GSW,0.3
Ed Nealy,SAS,3.0999999999999996
Ed O'Bannon,DAL,-0.3
Ed Pinckney,BOS,21.9
Ed Pinckney,MIA,0.7
Ed Pinckney,MIL,1.6
Ed Pinckney,PHI,1.6
Ed Pinckney,SAC,5.9
Ed Pinckney,TOR,2.2
Ed Rains,SAS,0.7
Ed Ratleff,HOU,13.7
Ed Searcy,BOS,0.0
Ed Sherod,NYK,2.5
Ed Smith,NYK,-0.3
Ed Stanczak,BOS,0.3
Ed Stokes,TOR,0.0
Eddie Basden,CHI,0.2
Eddie Gill,IND,1.2000000000000002
Eddie Gill,MEM,0.1
Eddie Gill,MIL,0.1
Eddie Gill,POR,0.3
Eddie Griffin,HOU,6.3
Eddie Griffin,MIN,4.5
Eddie House,BOS,10.200000000000001
Eddie House,CHA,0.5
Eddie House,LAC,0.7
Eddie House,MIA,4.2
Eddie House,MIL,0.1
Eddie House,NYK,-0.4
Eddie House,SAC,1.2
Eddie Hughes,DEN,1.4
Eddie Hughes,UTA,0.0
Eddie Johnson,ATL,39.9
Eddie Johnson,CLE,0.2
Eddie Johnson,HOU,3.6
Eddie Johnson,IND,1.9000000000000001
Eddie Johnson,SAC,8.3
Eddie Jones,DAL,1.1
Eddie Jones,LAL,33.5
Eddie Jones,MEM,7.4
Eddie Jones,MIA,44.5
Eddie Jordan,CLE,0.0
Eddie Jordan,LAL,0.09999999999999992
Eddie Jordan,POR,0.0
Eddie Lee Wilkins,NYK,2.1
Eddie Lee Wilkins,PHI,0.5
Eddie Mast,ATL,0.4
Eddie Mast,NYK,-0.1
Eddie Miles,DET,22.1
Eddie Miles,NYK,0.0
Eddie Robinson,CHI,3.2
Eddy Curry,CHI,12.600000000000001
Eddy Curry,DAL,-0.1
Eddy Curry,MIA,-0.1
Eddy Curry,NYK,9.399999999999999
Edgar Jones,CLE,3.0
Edgar Jones,DET,4.1
Edgar Jones,SAS,5.6
Edmond Sumner,IND,1.9
Edmund Lawrence,DET,0.1
Eduardo Nájera,CHA,0.4
Eduardo Nájera,DAL,11.1
Eduardo Nájera,DEN,12.799999999999997
Eduardo Nájera,GSW,0.4
Edwin Ubiles,WAS,0.0
Edy Tavares,ATL,0.2
Edy Tavares,CLE,0.1
Efthimios Rentzias,PHI,0.2
Ekpe Udoh,GSW,1.6
Ekpe Udoh,LAC,0.3
Ekpe Udoh,MIL,3.8000000000000003
Ekpe Udoh,UTA,4.800000000000001
Elden Campbell,DET,2.2
Elden Campbell,LAL,35.4
Eldridge Recasner,ATL,5.4
Eldridge Recasner,DEN,0.0
Eldridge Recasner,HOU,2.6
Eldridge Recasner,LAC,0.0
Elfrid Payton,NOP,1.5
Elfrid Payton,NYK,2.7
Elfrid Payton,ORL,11.600000000000001
Elgin Baylor,LAL,82.8
Elias Harris,LAL,0.0
Elijah Bryant,MIL,0.0
Elijah Hughes,POR,-0.5
Elijah Hughes,UTA,0.1
Elijah Millsap,UTA,0.5
Elliot Perry,LAC,-0.1
Elliot Perry,MEM,-0.1
Elliot Perry,MIL,4.800000000000001
Elliot Perry,ORL,-0.1
Elliot Williams,MEM,0.0
Elliot Williams,NOP,0.0
Elliot Williams,PHI,0.3
Elliot Williams,POR,0.3
Elliot Williams,UTA,0.1
Elmer Bennett,CLE,0.1
Elmer Bennett,DEN,-0.3
Elmer Bennett,HOU,0.1
Elmer Bennett,PHI,-0.3
Elmore Smith,CLE,9.1
Elmore Smith,LAL,10.600000000000001
Elmore Smith,MIL,9.5
Elmore Spencer,DEN,-0.1
Elmore Spencer,LAC,0.10000000000000003
Elmore Spencer,POR,0.0
Elston Turner,CHI,1.0
Elston Turner,DAL,1.7999999999999998
Elston Turner,DEN,5.7
Elton Brand,ATL,4.3
Elton Brand,CHI,13.6
Elton Brand,DAL,3.4
Elton Brand,LAC,68.3
Elton Brand,PHI,20.099999999999998
Elvin Hayes,HOU,15.0
Em Bryant,BOS,3.5999999999999996
Em Bryant,NYK,1.9000000000000001
Emanual Davis,ATL,-0.4
Emanual Davis,HOU,0.6
Emanuel Terry,MIA,0.0
Emeka Okafor,CHA,26.1
Emeka Okafor,NOP,1.0
Emeka Okafor,WAS,4.5
Emmanuel Mudiay,DEN,-1.6
Emmanuel Mudiay,NYK,0.5
Emmanuel Mudiay,SAC,0.0
Emmanuel Mudiay,UTA,1.0
Enes Freedom,BOS,5.800000000000001
Enes Freedom,NYK,11.0
Enes Freedom,OKC,17.599999999999998
Enes Freedom,POR,9.6
Enes Freedom,UTA,8.9
Ennis Whatley,ATL,2.9000000000000004
Ennis Whatley,CHI,2.7
Ennis Whatley,CLE,0.1
Ennis Whatley,LAC,0.0
Ennis Whatley,POR,0.6
Ennis Whatley,SAS,-0.1
Eric Anderson,NYK,0.2
Eric Bledsoe,LAC,5.5
Eric Bledsoe,MIL,19.3
Eric Bledsoe,NOP,2.3
Eric Dawson,SAS,0.1
Eric Fernsten,BOS,1.9
Eric Fernsten,CHI,0.5
Eric Fernsten,CLE,0.0
Eric Fernsten,NYK,1.0
Eric Gordon,HOU,14.900000000000002
Eric Gordon,LAC,14.299999999999999
Eric Gordon,NOP,7.5
Eric Johnson,UTA,-0.4
Eric Leckner,DET,1.1
Eric Leckner,PHI,0.9
Eric Leckner,SAC,-0.1
Eric Leckner,UTA,3.2
Eric Maynor,OKC,3.1
Eric Maynor,PHI,-0.2
Eric Maynor,POR,0.2
Eric Maynor,UTA,0.4
Eric Maynor,WAS,-0.2
Eric McWilliams,HOU,-0.4
Eric Mika,SAC,0.1
Eric Mobley,MIL,1.3
Eric Money,DET,12.200000000000001
Eric Money,PHI,0.3
Eric Montross,BOS,5.3999999999999995
Eric Montross,DAL,0.1
Eric Montross,DET,1.4
Eric Montross,PHI,0.1
Eric Montross,TOR,0.2
Eric Moreland,DET,2.3
Eric Moreland,SAC,0.0
Eric Moreland,TOR,0.0
Eric Murdock,DEN,0.3
Eric Murdock,LAC,0.1
Eric Murdock,MIA,4.1
Eric Murdock,MIL,17.6
Eric Murdock,UTA,0.6
Eric Paschall,GSW,3.0
Eric Paschall,UTA,2.0
Eric Piatkowski,CHI,2.4
Eric Piatkowski,HOU,0.9
Eric Piatkowski,LAC,27.599999999999998
Eric Riley,BOS,0.7
Eric Riley,DAL,0.3
Eric Riley,HOU,0.4
Eric Riley,LAC,0.6
Eric Riley,MIN,0.5
Eric Snow,CLE,6.699999999999999
Eric Snow,PHI,34.599999999999994
Eric Washington,DEN,0.0
Eric White,LAC,1.3
Eric White,UTA,0.0
Eric Williams,BOS,18.6
Eric Williams,CHA,-0.1
Eric Williams,CLE,1.9
Eric Williams,DEN,0.30000000000000004
Eric Williams,SAS,0.2
Eric Williams,TOR,0.5
Erick Barkley,POR,0.1
Erick Dampier,ATL,0.1
Erick Dampier,DAL,31.500000000000004
Erick Dampier,GSW,18.200000000000003
Erick Dampier,IND,0.9
Erick Dampier,MIA,1.9
Erick Green,DEN,0.0
Erick Green,UTA,0.1
Erick Strickland,BOS,3.8
Erick Strickland,DAL,5.6
Erick Strickland,IND,2.7
Erick Strickland,MIL,0.5
Erick Strickland,NYK,0.3
Erik Daniels,SAC,-0.1
Erik McCree,UTA,-0.1
Erik Murphy,CHI,-0.1
Ernest Brown,MIA,-0.2
Ernie Barrett,BOS,0.7
Ernie DiGregorio,BOS,-0.2
Ernie DiGregorio,LAL,-0.4
Ernie Grunfeld,MIL,5.699999999999999
Ernie Grunfeld,NYK,8.899999999999999
Ernie Vandeweghe,NYK,18.099999999999998
Ersan İlyasova,ATL,4.0
Ersan İlyasova,DET,3.3
Ersan İlyasova,MIL,35.9
Ersan İlyasova,OKC,0.0
Ersan İlyasova,ORL,1.1
Ersan İlyasova,PHI,4.0
Ersan İlyasova,UTA,0.4
Ervin Johnson,DEN,5.2
Ervin Johnson,MIL,23.6
Ervin Johnson,MIN,3.0999999999999996
Erwin Mueller,CHI,4.1
Erwin Mueller,DET,2.8000000000000003
Erwin Mueller,LAL,2.1
Essie Hollis,DET,0.1
Esteban Batista,ATL,0.30000000000000004
Etan Thomas,ATL,0.2
Etan Thomas,OKC,0.2
Etan Thomas,WAS,14.3
Etdrick Bohannon,CLE,0.1
Etdrick Bohannon,IND,-0.1
Etdrick Bohannon,LAC,0.2
Etdrick Bohannon,NYK,0.0
Etdrick Bohannon,WAS,0.0
Eugene Jeter,SAC,0.7
Eugene Omoruyi,DAL,0.1
Eugene Omoruyi,DET,0.3
Eugene Omoruyi,OKC,0.3
Evan Eschmeyer,DAL,0.7
Evan Fournier,BOS,1.1
Evan Fournier,DEN,2.4
Evan Fournier,NYK,3.8000000000000003
Evan Fournier,ORL,23.400000000000002
Evan Mobley,CLE,13.7
Evan Turner,ATL,-0.3
Evan Turner,BOS,6.5
Evan Turner,IND,0.7
Evan Turner,PHI,7.499999999999999
Evan Turner,POR,5.8
Everette Stephens,IND,-0.4
Everette Stephens,MIL,0.1
Evers Burns,SAC,0.1
Fab Melo,BOS,0.0
Fabricio Oberto,POR,0.0
Fabricio Oberto,SAS,12.999999999999998
Fabricio Oberto,WAS,0.6
Facundo Campazzo,DAL,0.0
Facundo Campazzo,DEN,5.1
Fat Lever,DAL,4.2
Fat Lever,DEN,47.8
Fat Lever,POR,9.2
Fatty Taylor,DEN,2.1
Felipe López,MIN,1.0
Felipe López,WAS,1.1
Felton Spencer,GSW,2.4
Felton Spencer,MIN,8.7
Felton Spencer,NYK,0.30000000000000004
Felton Spencer,ORL,0.1
Felton Spencer,SAS,0.5
Felton Spencer,UTA,9.100000000000001
Fennis Dembo,DET,-0.1
Fernando Martín,POR,-0.4
Feron Hunt,NYK,0.0
Festus Ezeli,GSW,5.9
Flynn Robinson,CHI,6.6
Flynn Robinson,LAL,3.8000000000000003
Flynn Robinson,MIL,14.4
Foots Walker,CLE,21.5
Forrest McKenzie,SAS,-0.2
Francisco Elson,DEN,6.3
Francisco Elson,MIL,1.9000000000000001
Francisco Elson,PHI,0.0
Francisco Elson,SAS,3.6
Francisco Elson,UTA,0.6
Francisco García,HOU,2.3
Francisco García,SAC,16.0
Frank Brickowski,BOS,-0.1
Frank Brickowski,LAL,1.1
Frank Brickowski,MIL,13.7
Frank Brickowski,SAS,11.5
Frank Jackson,DET,1.9
Frank Jackson,NOP,0.6000000000000001
Frank Jackson,UTA,0.0
Frank Johnson,HOU,0.6
Frank Kaminsky,ATL,0.5
Frank Kaminsky,HOU,0.2
Frank Kendrick,GSW,0.3
Frank Kornet,MIL,-0.1
Frank Kudelka,BOS,0.2
Frank Mason III,MIL,0.4
Frank Mason III,ORL,0.0
Frank Mason III,SAC,0.8
Frank Ntilikina,DAL,0.8
Frank Ntilikina,NYK,-0.30000000000000016
Frank Ramsey,BOS,49.1
Frank Russell,CHI,0.1
Frank Selvy,LAL,13.2
Frank Selvy,NYK,2.4
Frank Williams,CHI,-0.2
Frank Williams,NYK,0.19999999999999998
Frankie King,LAL,-0.1
Frankie King,PHI,0.1
Frankie Sanders,BOS,0.3
Frankie Sanders,SAS,0.1
Franklin Edwards,LAC,1.4
Franklin Edwards,PHI,3.0000000000000004
Franklin Edwards,SAC,-0.5
Franz Wagner,ORL,9.4
Fred Carter,MIL,0.3
Fred Carter,PHI,13.799999999999999
Fred Christ,NYK,0.1
Fred Cofield,CHI,-0.1
Fred Cofield,NYK,-0.4
Fred Foster,CLE,0.7
Fred Foster,DET,-0.9
Fred Foster,PHI,1.6
Fred Hetzel,LAL,0.9
Fred Hetzel,MIL,2.6
Fred Hetzel,PHI,2.0
Fred Hoiberg,CHI,11.700000000000001
Fred Hoiberg,IND,4.6000000000000005
Fred Hoiberg,MIN,11.3
Fred Jones,IND,11.4
Fred Jones,LAC,1.6
Fred Jones,NYK,2.2
Fred Jones,POR,0.4
Fred Jones,TOR,0.8
Fred Roberts,BOS,3.7
Fred Roberts,CLE,0.4
Fred Roberts,DAL,0.0
Fred Roberts,LAL,0.6
Fred Roberts,MIL,15.8
Fred Roberts,SAS,3.3
Fred Roberts,UTA,2.5
Fred Saunders,BOS,0.8999999999999999
Fred Schaus,NYK,2.7
Fred Scolari,BOS,-0.7
Fred VanVleet,TOR,32.50000000000001
Fred Vinson,ATL,-0.1
Freddie Boyd,PHI,-1.2
Freddie Crawford,LAL,3.9000000000000004
Freddie Crawford,MIL,2.7
Freddie Crawford,NYK,-0.30000000000000004
Freddie Crawford,PHI,0.2
Freddie Gillespie,ORL,0.1
